id	door	door_title	requirement	acceptance_test	state	evidence
OWF-0043-ب	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	مديرُ الموقعِ مع مشرفِ العميل: يقرران معًا أهي استعدادٌ أم تعطلٌ	اختبارُ حكم: صفرُ قرارِ حالةٍ بيدٍ واحدةٍ — والمصدرُ مسجَّلٌ: مشرفُ عميلٍ أم مديرُ مبيعات	غير مقيس	
OWF-0043-ج	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	وعند غيابِ مشرفِ العميلِ يقرر مديرُ الموقعِ مع مديرِ المبيعات	اختبارُ حكم: صفرُ قرارِ حالةٍ بيدٍ واحدةٍ — والمصدرُ مسجَّلٌ: مشرفُ عميلٍ أم مديرُ مبيعات	غير مقيس	
OWF-0044-أ	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	حجّةُ «SB-05» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0044-ب	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	◆ فالحالةُ ذاتُ أثرٍ ماليٍّ على الطرفين فلا يقررها طرفٌ واحد · والقرارُ بيدين دائمًا	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0045-أ	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	حكمٌ نافذ «SB-06» — والقرارُ يُسجَّل بسببِه ودليلِه ووقته — نطاقُ الحكم	اختبارُ حكم: كلُّ ساعةِ استعدادٍ أو تعطلٍ متتبَّعةٌ إلى قرارٍ بمصدرِه ووقته	غير مقيس	
OWF-0045-ب	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	لكلِّ ساعةٍ حالةٌ ومن قرَّرها ومتى وبأيِّ دليلٍ ميداني	اختبارُ حكم: كلُّ ساعةِ استعدادٍ أو تعطلٍ متتبَّعةٌ إلى قرارٍ بمصدرِه ووقته	غير مقيس	
OWF-0046-أ	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	حجّةُ «SB-06» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0046-ب	٤-٥	الاستعدادُ والتعطلُ وأثرُ كلٍّ	◆ فالمراجعُ يتتبع كلَّ ساعةٍ مفوترةٍ إلى قرارٍ بيدين لا إلى إدخالٍ صامت	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0047-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-01»	اختبارُ حكم: صفرُ قائمةٍ ماليةٍ أو تقريرٍ إداريٍّ بغيرِ الدولارِ كعملةِ عرضٍ أساسية	غير مقيس	
OWF-0047-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ العملةُ الوظيفيةُ للمنصةِ الدولارُ الأمريكي: كلُّ قائمةٍ وكلُّ تقريرٍ إداريٍّ بالدولار	اختبارُ حكم: صفرُ قائمةٍ ماليةٍ أو تقريرٍ إداريٍّ بغيرِ الدولارِ كعملةِ عرضٍ أساسية	غير مقيس	
OWF-0047-ج	٤-٦	العملاتُ وسعرُ الصرف	وهو عملةُ القياسِ والعرضِ الحاكمة	اختبارُ حكم: صفرُ قائمةٍ ماليةٍ أو تقريرٍ إداريٍّ بغيرِ الدولارِ كعملةِ عرضٍ أساسية	غير مقيس	
OWF-0048-أ	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-01» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0048-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ فتوحيدُ العملةِ الوظيفيةِ شرطُ مقارنةِ الفتراتِ والمشروعاتِ · ولا تُقارَن أرقامٌ بعملاتٍ مختلطة	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0049-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-02» — وثلاثُ عملاتِ معاملةٍ — نطاقُ الحكم	اختبارُ حكم: كلُّ معاملةٍ بعملتِها ومبلغِها الأصليِّ ومعادلِها الدولاريِّ وسعرِ صرفِها	غير مقيس	
OWF-0049-ب	٤-٦	العملاتُ وسعرُ الصرف	الدولارُ والريالُ القطريُّ والجنيهُ السوداني: المعاملةُ تُسجَّل بعملتِها الأصليةِ ومبلغِها الأصليِّ	اختبارُ حكم: كلُّ معاملةٍ بعملتِها ومبلغِها الأصليِّ ومعادلِها الدولاريِّ وسعرِ صرفِها	غير مقيس	
OWF-0049-ج	٤-٦	العملاتُ وسعرُ الصرف	ثم تُعادل بالدولارِ فورًا	اختبارُ حكم: كلُّ معاملةٍ بعملتِها ومبلغِها الأصليِّ ومعادلِها الدولاريِّ وسعرِ صرفِها	غير مقيس	
OWF-0050-أ	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-02» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0050-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ فالمبلغُ الأصليُّ يبقى محفوظًا ولا يُمحى بالتعديل	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0050-ج	٤-٦	العملاتُ وسعرُ الصرف	والمعادلُ يُحسب ولا يُدخَل	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0051-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-03»	اختبارُ حكم: كلُّ معادلٍ دولاريٍّ يحمل مصدرَ سعرِه من الثلاثةِ صريحًا	غير مقيس	
OWF-0051-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ سعرُ الصرفِ من ثلاثةِ مصادرَ بترتيبِ أولوية: أولًا سعرُ المعاملةِ إن أُدخل فيها · ثم السعرُ اليوميُّ المُدخَلُ يدويًّا · ثم السعرُ المعروفُ الثابتُ للريالِ القطري	اختبارُ حكم: كلُّ معادلٍ دولاريٍّ يحمل مصدرَ سعرِه من الثلاثةِ صريحًا	غير مقيس	
OWF-0052-أ	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-03» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0052-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ والأولويةُ تنزل ولا تصعد: فسعرُ المعاملةِ يغلب اليوميَّ واليوميُّ يغلب الثابت	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0053-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-04» — ◆ السعرُ اليوميُّ يُدخَل مرةً ويُعتمد — نطاقُ الحكم	اختبارُ حكم: صفرُ تعديلٍ لسعرِ صرفٍ استُعمل في قيدٍ منشور	غير مقيس	
OWF-0053-ب	٤-٦	العملاتُ وسعرُ الصرف	يُدخِله محاسبُ التسوياتِ ويعتمده رئيسُ الحساباتِ	اختبارُ حكم: صفرُ تعديلٍ لسعرِ صرفٍ استُعمل في قيدٍ منشور	غير مقيس	
OWF-0053-ج	٤-٦	العملاتُ وسعرُ الصرف	ولا يُعدَّل بعدَ استعمالِه في قيد	اختبارُ حكم: صفرُ تعديلٍ لسعرِ صرفٍ استُعمل في قيدٍ منشور	غير مقيس	
OWF-0054-أ	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-04» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0054-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ فسعرٌ يتغير بعدَ القيدِ يُفسد القيدَ ويكسر التتبع · والتصحيحُ سعرٌ جديدٌ لتاريخٍ جديد	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0055-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-05»	اختبارُ حكم: كلُّ عمليةِ شراءٍ بلقطةِ سعرِ صرفٍ مثبَّتةٍ بتاريخها	غير مقيس	
OWF-0055-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ سعرُ الصرفِ في عمليةِ الشراءِ يُثبَّت لقطةً ثم يُعتمد الدفع: يُحدَّد عند الشراءِ ويُثبَّت لقطةً في المستند ثم يُعتمد الدفعُ بعدَها	اختبارُ حكم: كلُّ عمليةِ شراءٍ بلقطةِ سعرِ صرفٍ مثبَّتةٍ بتاريخها	غير مقيس	
OWF-0055-ج	٤-٦	العملاتُ وسعرُ الصرف	ولا يُعتمد دفعٌ قبلَ تثبيتِ اللقطةِ ولا يتغير بتغيرِ السعرِ لاحقًا	اختبارُ حكم: كلُّ عمليةِ شراءٍ بلقطةِ سعرِ صرفٍ مثبَّتةٍ بتاريخها	غير مقيس	
OWF-0056-أ	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-05» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0056-ب	٤-٦	العملاتُ وسعرُ الصرف	◆ فالمشترى بسعرِ يومِه لا بسعرِ يومِ المراجعة · واللقطةُ تحمي التكلفةَ من إعادةِ الاحتساب	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0057-أ	٤-٦	العملاتُ وسعرُ الصرف	حكمٌ نافذ «FX-06»	اختبارُ حكم: كلُّ فترةِ إقفالٍ لها احتسابُ فروقِ صرفٍ مقيَّدٌ بحسابه	غير مقيس	
OWF-0057-ب	٤-٦	العملاتُ وسعرُ الصرف	وفروقُ الصرفِ تُحتسب في الإقفالِ وتُقيَّد بحسابها: الفرقُ بين سعرِ التسجيلِ وسعرِ الإقفالِ يُحتسب دوريًّا ويُقيَّد ربحًا أو خسارةً غيرَ محققة	اختبارُ حكم: كلُّ فترةِ إقفالٍ لها احتسابُ فروقِ صرفٍ مقيَّدٌ بحسابه	غير مقيس	
OWF-0058	٤-٦	العملاتُ وسعرُ الصرف	حجّةُ «FX-06»: ◆ ولا يُهمَل الفرقُ ولا يُدفن في حسابِ التسويات	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0059-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حكمٌ نافذ «SI-01»	اختبارُ حكم: صفرُ مسارٍ خاصٍّ لعميلٍ بحكمِ كونِه شقيقًا	غير مقيس	
OWF-0059-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ الشركةُ الشقيقةُ عميلٌ خارجيٌّ في النظام: تُسجَّل عميلًا كغيرِها: سجلٌّ وعقدٌ وحاوياتٌ ومستخلصٌ وفاتورةٌ وذمةٌ مدينة	اختبارُ حكم: صفرُ مسارٍ خاصٍّ لعميلٍ بحكمِ كونِه شقيقًا	غير مقيس	
OWF-0060-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حجّةُ «SI-01» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0060-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ ولا خصوصيةَ لها ولا مسارَ موازٍ	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0060-ج	٤-٧	الكياناتُ الشقيقةُ عملاءُ	فالمعالجةُ الخاصةُ تُنشئ استثناءً يُفسد المقارنة	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0061-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حكمٌ نافذ «SI-02» — وما لم يُسدَّد يصير ذمةً مدينةً كغيره — نطاقُ الحكم	اختبارُ حكم: ذمةُ الشقيقةِ في أعمارِ الذممِ بلا استثناء	غير مقيس	
OWF-0061-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	تدخل أعمارَ الذممِ وتُخفض من حدِّ ائتمانِها وتُنشر إشارةُ إنذارٍ عند التأخر	اختبارُ حكم: ذمةُ الشقيقةِ في أعمارِ الذممِ بلا استثناء	غير مقيس	
OWF-0062-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حجّةُ «SI-02» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0062-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ فالإعفاءُ من أعمارِ الذممِ يُخفي تعرضًا حقيقيًّا في القوائم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0063-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حكمٌ نافذ «SI-03»	اختبارُ حكم: دفترُ القروضِ فارغٌ بوسمِه · والمديونيةُ في أعمارِ الذممِ · ومسارُ التسويةِ معلَنٌ نحوَ الأم	غير مقيس	
OWF-0063-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ ثلاثُ طبقاتٍ لا اثنتان	اختبارُ حكم: دفترُ القروضِ فارغٌ بوسمِه · والمديونيةُ في أعمارِ الذممِ · ومسارُ التسويةِ معلَنٌ نحوَ الأم	غير مقيس	
OWF-0063-ج	٤-٧	الكياناتُ الشقيقةُ عملاءُ	والتسويةُ مع الشركةِ الأم: نظامُ التشغيلِ أدنى · ثم نظامُ شركةِ المقاولاتِ الذي سيُبنى · ثم نظامُ الشركةِ القابضةِ فوقَهما · وما لم تسدده الشقيقةُ يصير مديونيةً تُسوّى مع الشركةِ الأم	اختبارُ حكم: دفترُ القروضِ فارغٌ بوسمِه · والمديونيةُ في أعمارِ الذممِ · ومسارُ التسويةِ معلَنٌ نحوَ الأم	غير مقيس	
OWF-0064-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حجّةُ «SI-03» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0064-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ فالتسويةُ لا تقع بين النظامين الأدنيين بل تُرفع إلى الأمّ	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0064-ج	٤-٧	الكياناتُ الشقيقةُ عملاءُ	والقابضةُ تُجمّع ولا تُسوّي تفاصيلَ التشغيل · ولا حسابَ جارٍ ولا قرضٌ في نظامِ التشغيلِ والدفترُ فارغٌ بحقٍّ موسومٌ «تُسوّى مع الشركةِ الأم»	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0065-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حكمٌ نافذ «SI-05»	اختبارُ حكم: كلُّ صفٍّ بمعرّفِ كيانٍ ووسمِ طبقةٍ — وصفرُ صفٍّ بلا وسمِ طبقة	غير مقيس	
OWF-0065-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ ووسمُ العزلِ يُهيَّأ للطبقاتِ الثلاثِ اليومَ لا غدًا: كلُّ صفٍّ يحمل معرّفَ كيانِه ووسمَ طبقتِه: تشغيلٌ أو مقاولاتٌ أو قابضة	اختبارُ حكم: كلُّ صفٍّ بمعرّفِ كيانٍ ووسمِ طبقةٍ — وصفرُ صفٍّ بلا وسمِ طبقة	غير مقيس	
OWF-0065-ج	٤-٧	الكياناتُ الشقيقةُ عملاءُ	ولو لم تُبنَ الطبقتان بعد	اختبارُ حكم: كلُّ صفٍّ بمعرّفِ كيانٍ ووسمِ طبقةٍ — وصفرُ صفٍّ بلا وسمِ طبقة	غير مقيس	
OWF-0066-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حجّةُ «SI-05» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0066-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ فإضافةُ الوسمِ لاحقًا تحتاج مراجعةَ كلِّ معاملةٍ ماضيةٍ · وتهيئتُه اليومَ مجانيةٌ وغدًا مكلفة · وهو الدرسُ نفسُه في وسمِ الطرفِ ذي العلاقة: يُثبَّت قبلَ الحاجةِ لا بعدَها	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0067-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حكمٌ نافذ «SI-04»	اختبارُ حكم: كلُّ طرفٍ ذي علاقةٍ موسومٌ في سجلِّه — والوسمُ لا يُغيّر معالجتَه في هذا النظام	غير مقيس	
OWF-0067-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	والاستبعادُ عند التجميعِ يُعلَن ولا يُنفَّذ الآن: ◆ يُوسَم العميلُ «طرفٌ ذو علاقة» ليُستبعد عند بناءِ القوائمِ الموحَّدةِ في القابضة	اختبارُ حكم: كلُّ طرفٍ ذي علاقةٍ موسومٌ في سجلِّه — والوسمُ لا يُغيّر معالجتَه في هذا النظام	غير مقيس	
OWF-0068-أ	٤-٧	الكياناتُ الشقيقةُ عملاءُ	حجّةُ «SI-04» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0068-ب	٤-٧	الكياناتُ الشقيقةُ عملاءُ	◆ فالوسمُ يُثبَّت اليومَ ولو لم يُستعمل	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0068-ج	٤-٧	الكياناتُ الشقيقةُ عملاءُ	لأن إضافتَه لاحقًا تحتاج مراجعةَ كلِّ معاملةٍ ماضية	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0069-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-01»	اختبارُ حكم: الوحدةُ في الهيكلِ بدورتِها وشاشاتِها ومالكِها	غير مقيس	
OWF-0069-ب	٤-٨	المشترياتُ المركزية	◆ تُنشأ إدارةُ المشترياتِ المركزيةِ وحدةً نافذة: تتبع نائبَ الرئيسِ للشؤون الماليةِ والاستثمار	اختبارُ حكم: الوحدةُ في الهيكلِ بدورتِها وشاشاتِها ومالكِها	غير مقيس	
OWF-0069-ج	٤-٨	المشترياتُ المركزية	ونوعُ عقدِها التنظيميِّ إدارةٌ مركزية	اختبارُ حكم: الوحدةُ في الهيكلِ بدورتِها وشاشاتِها ومالكِها	غير مقيس	
OWF-0070-أ	٤-٨	المشترياتُ المركزية	حجّةُ «CP-01» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0070-ب	٤-٨	المشترياتُ المركزية	◆ والقرارُ المؤجَّلُ يُغلق	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0070-ج	٤-٨	المشترياتُ المركزية	وتُبنى دورتُها وشاشاتُها وأفعالُها كغيرِها	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0071-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-02»	اختبارُ حكم: ميزانيةُ المشترياتِ = مجموعُ بندَي الإدارتين — وصفرُ بندٍ لا مصدرَ له	غير مقيس	
OWF-0071-ب	٤-٨	المشترياتُ المركزية	◆ ميزانيتُها مجمَّعةٌ من الصيانةِ والقوى التشغيلية: لا ميزانيةَ مستقلةً لها	اختبارُ حكم: ميزانيةُ المشترياتِ = مجموعُ بندَي الإدارتين — وصفرُ بندٍ لا مصدرَ له	غير مقيس	
OWF-0071-ج	٤-٨	المشترياتُ المركزية	بل مجموعُ ميزانيتَي الصيانةِ والقوى التشغيليةِ في بندِ المشتريات	اختبارُ حكم: ميزانيةُ المشترياتِ = مجموعُ بندَي الإدارتين — وصفرُ بندٍ لا مصدرَ له	غير مقيس	
OWF-0072-أ	٤-٨	المشترياتُ المركزية	حجّةُ «CP-02» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0072-ب	٤-٨	المشترياتُ المركزية	◆ فهي تشتري لغيرِها لا لنفسِها · والميزانيةُ تبقى مملوكةً لطالبِها وتُنفَّذ مركزيًّا	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0073-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-03» — وتعتمدها الإدارةُ الماليةُ سنويًّا — نطاقُ الحكم	اختبارُ حكم: صفرُ ميزانيةِ مشترياتٍ سارية بلا اعتمادِ المالية	غير مقيس	
OWF-0073-ب	٤-٨	المشترياتُ المركزية	التجميعُ يُعرض على الماليةِ فتعتمده	اختبارُ حكم: صفرُ ميزانيةِ مشترياتٍ سارية بلا اعتمادِ المالية	غير مقيس	
OWF-0073-ج	٤-٨	المشترياتُ المركزية	ولا يسري قبلَ اعتمادها	اختبارُ حكم: صفرُ ميزانيةِ مشترياتٍ سارية بلا اعتمادِ المالية	غير مقيس	
OWF-0074	٤-٨	المشترياتُ المركزية	حجّةُ «CP-03»: ◆ فالماليةُ تحسم كفايةَ التمويلِ لا حاجةَ الشراء	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0075-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-04» — ◆ سقفُ تصديقٍ يوميٌّ وسقفٌ شهريّ — نطاقُ الحكم	اختبارُ حكم: صفرُ صرفٍ يتجاوز سقفًا من الاثنين بلا تصعيدٍ معتمد	غير مقيس	
OWF-0075-ب	٤-٨	المشترياتُ المركزية	سقفٌ يوميٌّ للصرفِ الجاري وسقفٌ شهريٌّ للمجموع	اختبارُ حكم: صفرُ صرفٍ يتجاوز سقفًا من الاثنين بلا تصعيدٍ معتمد	غير مقيس	
OWF-0075-ج	٤-٨	المشترياتُ المركزية	وبلوغُ أحدِهما يوقف حتى الفترةِ التالية أو تصعيدٍ معتمد	اختبارُ حكم: صفرُ صرفٍ يتجاوز سقفًا من الاثنين بلا تصعيدٍ معتمد	غير مقيس	
OWF-0076-أ	٤-٨	المشترياتُ المركزية	حجّةُ «CP-04» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0076-ب	٤-٨	المشترياتُ المركزية	◆ فالسقفُ اليوميُّ يمنع استنفادَ الشهرِ في يومٍ · والشهريُّ يمنع تجاوزَ الميزانية	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0077-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-05»	اختبارُ حكم: السقفانِ في مصفوفةِ السلطاتِ بتاريخِ اعتمادهما — وصفرُ صرفٍ بلا سقفٍ سارٍ	غير مقيس	
OWF-0077-ب	٤-٨	المشترياتُ المركزية	◆ والسقفانِ يُقرَّان بقرارٍ ماليٍّ موثَّقٍ لا يُخترعان: يُقرَّان مع اعتمادِ الميزانيةِ ويُراجعان سنويًّا	اختبارُ حكم: السقفانِ في مصفوفةِ السلطاتِ بتاريخِ اعتمادهما — وصفرُ صرفٍ بلا سقفٍ سارٍ	غير مقيس	
OWF-0077-ج	٤-٨	المشترياتُ المركزية	ويُعلَنانِ في مصفوفةِ السلطات	اختبارُ حكم: السقفانِ في مصفوفةِ السلطاتِ بتاريخِ اعتمادهما — وصفرُ صرفٍ بلا سقفٍ سارٍ	غير مقيس	
OWF-0078-أ	٤-٨	المشترياتُ المركزية	حجّةُ «CP-05» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0078-ب	٤-٨	المشترياتُ المركزية	◆ وحتى يُقرَّا يبقى الصرفُ المركزيُّ موقوفًا موسومًا «ينتظر سقفًا معتمدًا»	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0079-أ	٤-٨	المشترياتُ المركزية	حكمٌ نافذ «CP-06» — وفصلُ الواجباتِ في المشترياتِ المركزية — نطاقُ الحكم	اختبارُ حكم: قيدٌ بنيويٌّ يرفض تكليفًا يجمع دورين من الأربعة	غير مقيس	
OWF-0079-ب	٤-٨	المشترياتُ المركزية	الطالبُ من الصيانةِ أو القوى · والمنفِّذُ في المشترياتِ · والمعتمِدُ بالسقفِ · والمستلِمُ في المخازن	اختبارُ حكم: قيدٌ بنيويٌّ يرفض تكليفًا يجمع دورين من الأربعة	غير مقيس	
OWF-0080	٤-٨	المشترياتُ المركزية	حجّةُ «CP-06»: ◆ وصفرُ حسابٍ يجمع اثنين من الأربعة	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0081-أ	٤-٩	البنكُ والحساب	حكمٌ نافذ «BK-01» — الحسابُ البنكيُّ الرئيسُ للكيان — نطاقُ الحكم	اختبارُ حكم: الحسابُ مسجَّلٌ بتوقيعاتِه وحدودِه ووصولِه الإلكتروني	غير مقيس	
OWF-0081-ب	٤-٩	البنكُ والحساب	بنكُ الخرطومِ — فرعُ الفردوس	اختبارُ حكم: الحسابُ مسجَّلٌ بتوقيعاتِه وحدودِه ووصولِه الإلكتروني	غير مقيس	
OWF-0081-ج	٤-٩	البنكُ والحساب	رقمُ الحسابِ ٢٧٧٠٤٣	اختبارُ حكم: الحسابُ مسجَّلٌ بتوقيعاتِه وحدودِه ووصولِه الإلكتروني	غير مقيس	
OWF-0082-أ	٤-٩	البنكُ والحساب	حجّةُ «BK-01» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0082-ب	٤-٩	البنكُ والحساب	◆ ويُسجَّل في سجلِّ الحساباتِ البنكيةِ بتوقيعاتِه المعتمدةِ وحدودِها	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0083-أ	٤-٩	البنكُ والحساب	حكمٌ نافذ «BK-02»	اختبارُ حكم: عملةُ الحسابِ معلَنةٌ في سجلِّه — وموسومةٌ «مقرَّرةٌ بالاجتهادِ تنتظر تصديقًا»	غير مقيس	
OWF-0083-ب	٤-٩	البنكُ والحساب	◆ وعملتُه الدولارُ الأمريكيُّ عملةَ قياس: ◆ قرارٌ اتخذتُه: العملةُ الوظيفيةُ دولارٌ فتكون عملةُ الحسابِ الرئيسِ دولارًا	اختبارُ حكم: عملةُ الحسابِ معلَنةٌ في سجلِّه — وموسومةٌ «مقرَّرةٌ بالاجتهادِ تنتظر تصديقًا»	غير مقيس	
OWF-0083-ج	٤-٩	البنكُ والحساب	وما وقع بعملةٍ أخرى يُعادل عند التسجيل	اختبارُ حكم: عملةُ الحسابِ معلَنةٌ في سجلِّه — وموسومةٌ «مقرَّرةٌ بالاجتهادِ تنتظر تصديقًا»	غير مقيس	
OWF-0084-أ	٤-٩	البنكُ والحساب	حجّةُ «BK-02» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0084-ب	٤-٩	البنكُ والحساب	◆ وإن كان الحسابُ بعملةٍ محليةٍ فعلًا فيُصحَّح البندُ بقرارٍ منك	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0084-ج	٤-٩	البنكُ والحساب	والوسمُ يبقى حتى يُصحَّح	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0085-أ	٤-٩	البنكُ والحساب	حكمٌ نافذ «BK-03»	اختبارُ حكم: الرصيدُ الافتتاحيُّ إمّا مصدَّقٌ بتاريخِه أو موسومٌ منتظرًا — وصفرُ رصيدٍ مخترَع	غير مقيس	
