canonical_code,screen,real_path,resolution,live_code,new_state,note
quota.post,"دفتر استهلاك حصص الموردين",Suppliers/shares_coverage.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
quote.accept,"عروض الأسعار للعملاء",Clients/quotations.php,page,page:Clients/quotations.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
quote.send,"عروض الأسعار للعملاء",Clients/quotations.php,page,page:Clients/quotations.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
rec.collect,"ذمم العملاء وأعمارها",Contracts/collections.php,page,page:Contracts/collections.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
rec.provision,"ذمم العملاء وأعمارها",Contracts/collections.php,page,page:Contracts/collections.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
receipt.open,"الاستلام المؤقت قبل الإدخال",Procurement/wh_receipt.php,exact,page:Procurement/receipt_custody_proc.php,bound_page,"شاشةُ سير الاستلام تعالج POST (14 موضعًا) — مثبَتٌ يدويًّا"
recon.close,"مطابقة سجل الأصول بالتشغيل",Equipments/asset_recon.php,page,page:Equipments/asset_recon.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
recon.match,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,page,page:Finance/bank_reconciliation_fin.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
recur.escalate,"البلاغات المتكررة وسببها الجذري",Tickets/ticket_recurrence.php,page,page:Tickets/ticket_recurrence.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
reg.audit,"سجل العقود الموحَّد",Workforce/contract_registry.php,page,page:Workforce/contract_registry.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
rel.publish,"بصمة الإصدار وتقرير النشر",Portal/release_stamp.php,page,page:Portal/release_stamp.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
review.block,"مراجعة العقود وملاحظاتها",Portal/contract_review.php,page,page:Portal/contract_review.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
review.close,"دورة المراجعة الدورية للصلاحيات",Governance/access_review.php,page,page:Governance/access_review.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
rfq.quote,"طلب العروض ومقارنتها",Procurement/rfq_compare_award.php,handler_ref,rfq.award,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ rfq.award"
rfq.send,"طلب العروض ومقارنتها",Procurement/rfq_compare_award.php,handler_ref,rfq.award,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ rfq.award"
risk.decide,"المخاطر والقرارات العليا",Portal/ceo_risk.php,page,page:Portal/ceo_risk.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
risk.log,"المخاطر التجارية",Clients/commercial_risks.php,page,page:Clients/commercial_risks.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
role.create,"الأدوار وقوالب صلاحياتها",Settings/roles.php,page,page:Settings/roles.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
role.template,"الأدوار وقوالب صلاحياتها",Settings/roles.php,page,page:Settings/roles.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
room.filter,"غرفة عمليات المواقع",Operations/operations_room.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
room.intervene,"غرفة عمليات المواقع",Operations/operations_room.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
rot.schedule,"دورات التناوب والإجازة الميدانية",Workforce/rotation.php,page,page:Workforce/rotation.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
route.auto,"تصنيف البلاغ وتوجيهه آليًّا",Tickets/ticket_types_config.php,page,page:Tickets/ticket_types_config.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
route.define,"قواعد توجيه الطلبات المالية",FinRequests/routing_admin.php,page,page:FinRequests/routing_admin.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
rpt.export,"إنجاز الإدارة",Portal/dept_achievement.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
rule.define,"قواعد التحميل والجزاءات على المورد",Suppliers/supplier_rules.php,page,page:Suppliers/supplier_rules.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
sadv.grant,"سلفيات الموردين",Suppliers/supplier_advances.php,page,page:Suppliers/supplier_advances.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
sales.model.define,"نماذج العمل ووحدات القياس",Portal/business_models.php,page,page:Portal/business_models.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
sc.activate,"عقود الموردين",Suppliers/supplierscontracts.php,page,page:Suppliers/supplierscontracts.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
se.register,"معدات المورد ومالكوها",Suppliers/equipment_plan.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
settle.approve,"تسويات ومستحقات الموردين",Suppliers/settlements.php,page,page:Suppliers/settlements.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
share.record,"حصص الملكية في الأصول",Financing/owners_registry.php,handler_ref,financing.share.transfer,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ financing.share.transfer"
shift.assign,"جدول الورديات — النهار والليل",Operations/site_shift_plan.php,page,page:Operations/site_shift_plan.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
shift.close,"سجل الوردية",Operations/shift_log.php,page,page:Operations/shift_log.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
shift.open,"سجل الوردية",Operations/shift_log.php,page,page:Operations/shift_log.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
sm.define,"حالات المستندات وانتقالاتها",Governance/state_machines.php,page,page:Governance/state_machines.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
sod.enforce,"فصل الواجبات المتعارضة",admin/sec_governance.php,page,page:admin/sec_governance.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
source.set,"مصدر المعدة ونمط تملّكها",Equipments/equipment_sourcing.php,page,page:Equipments/equipment_sourcing.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
stmt.client.issue,"كشف حساب العميل",Contracts/client_statement.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
stmt.issue,"كشف حساب المورد الشهري",Finance/supplier_statement_fin.php,page,page:Finance/supplier_statement_fin.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
stock.count,"الجرد ومعالجة الفروقات",Procurement/wh_count.php,handler_ref,wh.count.adjust,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ wh.count.adjust"
stock.issue,"صرف مواد من المخزن",Procurement/issue_proc.php,page,page:Procurement/issue_proc.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
stock.receive,"أرصدة المخزون بحالاتها",Procurement/stock_proc.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
stock.reorder,"أرصدة المخزون بحالاتها",Procurement/stock_proc.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
stock.reserve,"أرصدة المخزون بحالاتها",Procurement/stock_proc.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
stop.record,"التوقفات وتحديد المتحمل",Operations/stops_unattributed.php,handler_ref,ts.stop.assign,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ ts.stop.assign"
supp.close,"تصفية إنهاء عقد مورد",Suppliers/supplier_closure.php,page,page:Suppliers/supplier_closure.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
supplier.activate,"سجل الموردين",Suppliers/suppliers.php,page,page:Suppliers/suppliers.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
supplier.evaluate,"سجل الموردين",Suppliers/suppliers.php,page,page:Suppliers/suppliers.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
svc.define,"كتالوج الخدمات وبنود البيع",Clients/products.php,page,page:Clients/products.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tariff.set,"تعرفة الترحيل وقواعد التحميل",Transport/transfer_tariffs.php,page,page:Transport/transfer_tariffs.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
task.done,مهامي,Portal/my_tasks.php,page,page:Portal/my_tasks.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tax.file,"الفاتورة الضريبية والإقرارات",Contracts/tax_invoices.php,page,page:Contracts/tax_invoices.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tcf.define,"إعدادات البلاغات — الأنواع والمهل والتصعيد",Tickets/ticket_types_config.php,page,page:Tickets/ticket_types_config.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tech.approve,"جاهزية المعدات للتشغيل",Fleet/readiness_board.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
tech.assign,"الورش والفنيون",Maintenance/workshop.php,page,page:Maintenance/workshop.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tech.block,"جاهزية المعدات للتشغيل",Fleet/readiness_board.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
terms.set,"أحكام العقد — العملات والمقدم والمهل",Contracts/contract_card.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
ticket.ack,"بلاغات إدارتي",Tickets/dept_inbox.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
ticket.admin.close,"إغلاق البلاغ وتأكيده",Tickets/admin_close.php,handler_ref,ticket.admin_close,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ ticket.admin_close"
ticket.branch,"تحويل البلاغ وتفريعه لمسارات",Tickets/ticket_workstreams_board.php,page,page:Tickets/ticket_workstreams_board.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
ticket.confirm,"إغلاق البلاغ وتأكيده",Tickets/admin_close.php,handler_ref,ticket.admin_close,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ ticket.admin_close"
ticket.done,"بلاغات إدارتي",Tickets/dept_inbox.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
ticket.transfer,"تحويل البلاغ وتفريعه لمسارات",Tickets/ticket_workstreams_board.php,page,page:Tickets/ticket_workstreams_board.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
tpl.generate,"البلاغات الدورية المولَّدة",Tickets/ticket_recurrence.php,page,page:Tickets/ticket_recurrence.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
trace.follow,"تتبّع الأثر من الواقعة إلى القيد",FinRequests/effect_map.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
transport.request.submit,"طلبات الترحيل",Transport/transfer_requests.php,page,page:Transport/transfer_requests.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
treas.transfer,"الخزينة والصناديق",Finance/accounts_fin.php,page,page:Finance/accounts_fin.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
trip.depart,"متابعة الرحلات في الطريق",Transport/transfer_in_transit.php,handler_ref,transfer.arrive,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ transfer.arrive"
trip.order,"أوامر الترحيل",Transport/transfer_orders_list.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
unbilled.claim,"الأعمال غير المفوترة",Operations/unbilled.php,page,page:Operations/unbilled.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
unit.assign,"إسناد المعدات للوحدات",Operations/containers.php,page,page:Operations/containers.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
unit.define,"الوحدات التعاقدية المرقَّمة",Operations/containers.php,page,page:Operations/containers.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
unit.save,"تسجيل التايم شيت والإنتاج",Timesheet/timesheet.php,page,page:Timesheet/timesheet.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
unit.submit,"تسجيل التايم شيت والإنتاج",Timesheet/timesheet.php,page,page:Timesheet/timesheet.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
uom.define,"وحدات القياس والتحويل",Clients/units_of_measure.php,page,page:Clients/units_of_measure.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
user.create,"حسابات المستخدمين",main/users.php,page,page:main/users.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
var.analyze,"متابعة انحراف المنفَّذ عن المخطط",Finance/variance_monitor_fin.php,page,page:Finance/variance_monitor_fin.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
vis.publish,"من يرى ماذا ومكوّنات البوابة",Portal/visibility_keys.php,page,page:Portal/visibility_keys.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
vis.simulate,"من يرى ماذا ومكوّنات البوابة",Portal/visibility_keys.php,page,page:Portal/visibility_keys.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
weval.close,"تقييم أداء العاملين",Workforce/worker_evaluation.php,page,page:Workforce/worker_evaluation.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
wh.define,"المخازن وأنواعها",Procurement/master_data_proc.php,page,page:Procurement/master_data_proc.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
wh.move,"التحويل بين المخازن",Procurement/wh_transfer.php,handler_ref,wh.transfer,alias,"مصدرُ الشاشةِ يستدعي معالجَ الكتابةِ الحيَّ wh.transfer"
wo.close,"أوامر الصيانة",Maintenance/orders.php,page,page:Maintenance/orders.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
wo.open,"أوامر الصيانة",Maintenance/orders.php,page,page:Maintenance/orders.php,bound_page,"الشاشةُ تعالج أفعالَها بنفسها (POST ذاتي/حارس)"
workspace.request.submit,طلباتي,FinRequests/my_requests.php,declared,,declared_unbuilt,"لا معالجَ مثبَتًا آليًّا — عرضٌ محضٌ أو معالجٌ غيرُ مقتفًى · للمراجعة اليدوية"
