الإدارة,الترتيب,المرحلة,المجموعة,الشاشة,"المستند الناتج","الدور المسؤول","الحالة التالية"
"مشرف موردين",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","لوحة مشرف موردين · main/role_board.php","— لا مصدر","إدارة الصلاحيات","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشرف موردين",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","أنواع المعدات · Equipments/equipments_types.php","— لا مصدر","ادارة التشغيل","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشرف موردين",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","الأنواع والموديلات · Equipments/fleet_models.php","— لا مصدر","ادارة الاسطول","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"الإدارة التنفيذية",0.1.1,"لوحة الإدارة التنفيذية","مساحتي الشخصية","مهامي · Portal/my_tasks.php","requests · tasks · workflow  [nav09_map]","مساحة عملي  [إدارة]","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",0.1.2,"لوحة الإدارة التنفيذية","مساحتي الشخصية","إنجازي · Portal/my_achievement.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",0.1.3,"لوحة الإدارة التنفيذية","مساحتي الشخصية","بوابتي · Portal/my_portal.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",0.1.4,"لوحة الإدارة التنفيذية","مساحتي الشخصية","طلباتي · FinRequests/my_requests.php","requests · tasks · workflow  [nav09_map]","ادارة الصيانة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",0.1.5,"لوحة الإدارة التنفيذية","مساحتي الشخصية","المراسلات · chats/index.php","requests · tasks · workflow  [nav09_map]","— لا وحدة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",0.2.6,"لوحة الإدارة التنفيذية","المؤشرات العليا","لوحة المدير التنفيذي · Portal/ceo_board.php","requests · tasks · workflow  [nav09_map]","الإدارة التنفيذية","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"الإدارة التنفيذية",1.103.7,"أولًا: نماذج العمل والحدود","نماذج العمل ووحدات القياس","نماذج العمل ووحدات القياس · Portal/business_models.php","budget_commitments · budgets · business_models · uom  [nav09_map]","ادارة المبيعات","المتاحُ ينخفض قبل الصرف · وتجاوزُ السقف يوقف الطلبَ حتى الاعتماد · النموذجُ يحدد سلسلةً كاملة: وحدةَ القياس ← ما يُسجَّل ميدانيًّا ← وحدةَ الحاوية ← وحدةَ تعاقد المورد ← أساسَ الاستحقاق · سقفُ كل إدارةٍ يُثبَّت · وطلباتُ الصرف تُفحص عليه · والتجاوزُ يُوقف  [nav09_map]"
"الإدارة التنفيذية",1.104.8,"أولًا: نماذج العمل والحدود","الموازنة العامة","الموازنة العامة · Finance/budget_master.php","budget_commitments · budgets · business_models · uom  [nav09_map]","إدارة المالية","المتاحُ ينخفض قبل الصرف · وتجاوزُ السقف يوقف الطلبَ حتى الاعتماد · النموذجُ يحدد سلسلةً كاملة: وحدةَ القياس ← ما يُسجَّل ميدانيًّا ← وحدةَ الحاوية ← وحدةَ تعاقد المورد ← أساسَ الاستحقاق · سقفُ كل إدارةٍ يُثبَّت · وطلباتُ الصرف تُفحص عليه · والتجاوزُ يُوقف  [nav09_map]"
"الإدارة التنفيذية",2.205.9,"ثانيًا: الاعتمادات العليا","صندوق الاعتمادات العليا","اعتمادات المدير التنفيذي · Portal/ceo_approvals.php","approvals · audit  [nav09_map]","الإدارة التنفيذية","المستندُ ينفذ بعد أعلى حلقةٍ في السلّم · والتوقيعُ يُسجَّل بصفة المدير التنفيذي لا بتفويض  [nav09_map]"
"الإدارة التنفيذية",2.206.10,"ثانيًا: الاعتمادات العليا","التفويض بالتوقيع","التفويض بالتوقيع · Governance/signing_authority.php","approvals · audit  [nav09_map]","ادارة التشغيل","المستندُ ينفذ بعد أعلى حلقةٍ في السلّم · والتوقيعُ يُسجَّل بصفة المدير التنفيذي لا بتفويض  [nav09_map]"
"الإدارة التنفيذية",3.307.11,"ثالثًا: توقيع العقود","توقيع العقود","توقيع العقود والالتزامات · Portal/ceo_contracts.php","contract_audit · contract_review · guards · contracts.signed · registry  [nav09_map]","الإدارة التنفيذية","الحارسُ يمنع التوقيعَ حتى تُغلق الملاحظةُ الحرجة — والمعالجةُ تُوثَّق بمستندها · العقدُ يصير نافذًا · والحاويةُ تُولَّد · والالتزامُ يدخل الموازنة والتدفق · ويُقيَّد في السجل الموحَّد · كلُّ عقدٍ يُفحص: التفويضُ والكفالةُ والسريان — والناقصُ يُرفع بلاغًا  [nav09_map]"
"الإدارة التنفيذية",3.308.12,"ثالثًا: توقيع العقود","مراجعة العقود قبل التوقيع","مراجعة العقود وملاحظاتها · Portal/contract_review.php","contract_audit · contract_review · guards · contracts.signed · registry  [nav09_map]","ادارة المبيعات","الحارسُ يمنع التوقيعَ حتى تُغلق الملاحظةُ الحرجة — والمعالجةُ تُوثَّق بمستندها · العقدُ يصير نافذًا · والحاويةُ تُولَّد · والالتزامُ يدخل الموازنة والتدفق · ويُقيَّد في السجل الموحَّد · كلُّ عقدٍ يُفحص: التفويضُ والكفالةُ والسريان — والناقصُ يُرفع بلاغًا  [nav09_map]"
"الإدارة التنفيذية",3.309.13,"ثالثًا: توقيع العقود","سجل العقود الموحَّد","سجل العقود الموحَّد · Workforce/contract_registry.php","contract_audit · contract_review · guards · contracts.signed · registry  [nav09_map]","ادارة الموارد البشرية","الحارسُ يمنع التوقيعَ حتى تُغلق الملاحظةُ الحرجة — والمعالجةُ تُوثَّق بمستندها · العقدُ يصير نافذًا · والحاويةُ تُولَّد · والالتزامُ يدخل الموازنة والتدفق · ويُقيَّد في السجل الموحَّد · كلُّ عقدٍ يُفحص: التفويضُ والكفالةُ والسريان — والناقصُ يُرفع بلاغًا  [nav09_map]"
"الإدارة التنفيذية",4.410.14,"رابعًا: فتح المشاريع","قرار فتح مشروع","قرار فتح مشروع جديد · Portal/project_charter.php","org_assignments · org_structure · versions · projects · site_managers · cost_centers  [nav09_map]","الإدارة التنفيذية","المشروعُ يُفتح بمركز تكلفته · ومديرُ الموقع يُعيَّن بصلاحياته · والمواقعُ تُنشأ · والموارد تُحجز — ولا يقع شيءٌ من هذا بقرارٍ فردي · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ والمسمياتُ تتغير بقرارٍ مر  [nav09_map]"
"الإدارة التنفيذية",4.411.15,"رابعًا: فتح المشاريع","الهيكل والتكليفات","الهيكل التنظيمي والمسميات · admin/org_structure.php","org_assignments · org_structure · versions · projects · site_managers · cost_centers  [nav09_map]","الحوكمة والالتزام  [إدارة]","المشروعُ يُفتح بمركز تكلفته · ومديرُ الموقع يُعيَّن بصلاحياته · والمواقعُ تُنشأ · والموارد تُحجز — ولا يقع شيءٌ من هذا بقرارٍ فردي · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ والمسمياتُ تتغير بقرارٍ مر  [nav09_map]"
"الإدارة التنفيذية",4.411.16,"رابعًا: فتح المشاريع","الهيكل والتكليفات","التكليفات التنظيمية · admin/org_assignments.php","org_assignments · org_structure · versions · projects · site_managers · cost_centers  [nav09_map]","الحوكمة والالتزام  [إدارة]","المشروعُ يُفتح بمركز تكلفته · ومديرُ الموقع يُعيَّن بصلاحياته · والمواقعُ تُنشأ · والموارد تُحجز — ولا يقع شيءٌ من هذا بقرارٍ فردي · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ والمسمياتُ تتغير بقرارٍ مر  [nav09_map]"
"الإدارة التنفيذية",5.512.17,"خامسًا: المخاطر والحسم","المخاطر والقرارات العليا","المخاطر والقرارات العليا · Portal/ceo_risk.php","commercial_risks · exec_decisions · assignments  [nav09_map]","الإدارة التنفيذية","الخطرُ يُقيَّم باحتماله وأثره · ويُرفع إن تجاوز الحد · القرارُ يُلزم الإدارةَ المكلَّفة بمهلته · ويُسجَّل في سجل القرارات العليا · والمتابعةُ تُجدول  [nav09_map]"
"الإدارة التنفيذية",5.513.18,"خامسًا: المخاطر والحسم","المخاطر التجارية","المخاطر التجارية · Clients/commercial_risks.php","commercial_risks · exec_decisions · assignments  [nav09_map]","ادارة المبيعات","الخطرُ يُقيَّم باحتماله وأثره · ويُرفع إن تجاوز الحد · القرارُ يُلزم الإدارةَ المكلَّفة بمهلته · ويُسجَّل في سجل القرارات العليا · والمتابعةُ تُجدول  [nav09_map]"
"الإدارة التنفيذية",6.614.19,"سادسًا: الرقابة العليا","الأداء المالي","القوائم المالية · Finance/financial_statements_fin.php","export_log  [nav09_map]","إدارة المالية","الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"الإدارة التنفيذية",6.614.20,"سادسًا: الرقابة العليا","الأداء المالي","هامش الربح للعقد والواقعة · Reports/margin_report.php","export_log  [nav09_map]","إدارة المالية","الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"الإدارة التنفيذية",6.615.21,"سادسًا: الرقابة العليا","الأداء التشغيلي","إنجاز الإدارة · Portal/dept_achievement.php","export_log  [nav09_map]","إدارة الصلاحيات","الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"الإدارة التنفيذية",6.615.22,"سادسًا: الرقابة العليا","الأداء التشغيلي","مؤشرات البلاغات · Tickets/ticket_dashboard.php","export_log  [nav09_map]","إدارة البلاغات","الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"الإدارة التنفيذية",7.716.23,"سابعًا: التأسيس والإصدار","وضع التأسيس","وضع التأسيس وإغلاقه · Portal/founding_mode.php","founding_mode · audit · releases · release_manifest  [nav09_map]","الإدارة التنفيذية","بصمةُ الإصدار تُثبَّت · وتقريرُ الاكتمال يُصدَر بالشاشات والأعمدة والأفعال المتغيرة · والرجوعُ ممكنٌ بعلَم · لا إدخالَ بعده إلا بسلسلة الاعتماد · وكلُّ ما أُدخل في الوضع يُوسَم «مؤسِّس» ويُراجَع  [nav09_map]"
"الإدارة التنفيذية",7.717.24,"سابعًا: التأسيس والإصدار","بصمة الإصدار","بصمة الإصدار وتقرير النشر · Portal/release_stamp.php","founding_mode · audit · releases · release_manifest  [nav09_map]","إدارة الصلاحيات","بصمةُ الإصدار تُثبَّت · وتقريرُ الاكتمال يُصدَر بالشاشات والأعمدة والأفعال المتغيرة · والرجوعُ ممكنٌ بعلَم · لا إدخالَ بعده إلا بسلسلة الاعتماد · وكلُّ ما أُدخل في الوضع يُوسَم «مؤسِّس» ويُراجَع  [nav09_map]"
"الإدارة التنفيذية",8.800.10,"ثامنًا: التقارير والتصدير","التقارير والتصدير","تقارير الإدارة التنفيذية · Portal/ceo_reports.php","— لا مصدر","الإدارة التنفيذية","فريق العمل  [cycle_order]"
"الإدارة التنفيذية",8.800.20,"ثامنًا: التقارير والتصدير","التقارير والتصدير","تقارير الحوكمة · Governance/gov_reports.php","— لا مصدر","إدارة الصلاحيات","فريق العمل  [cycle_order]"
"الإدارة التنفيذية",8.800.30,"ثامنًا: التقارير والتصدير","التقارير والتصدير","تقارير المراجعة للجهة المشرفة · Audit/iaf_reports.php","— لا مصدر","المراجع الداخلي المستقل","فريق العمل  [cycle_order]"
"الإدارة التنفيذية",8.800.40,"ثامنًا: التقارير والتصدير","التقارير والتصدير","تقارير المخاطر والتحليلات · Risk/risk_reports.php","— لا مصدر","إدارة المخاطر","فريق العمل  [cycle_order]"
"الإدارة التنفيذية",98.9800.10,"فريق العمل","فريق العمل","إدارة المعاونين · main/project_users.php","— لا مصدر","ادارة الموردين","خارج الوثيقة — بانتظار قرار المالك  [cycle_order]"
"الإدارة التنفيذية",99.9900.6,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","تقارير المراجعة الداخلية · Portal/ceo_audit_reports.php","— لا مصدر","الإدارة التنفيذية","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"الإدارة التنفيذية",99.9900.7,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","موافقات التكليف · Portal/ceo_assignments.php","— لا مصدر","الإدارة التنفيذية","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشرف اسطول",—,"(بلا مرحلة)","لوحة الإدارة","مساحة عملي · main/my_workspace.php","— لا مصدر","— لا وحدة","— لا مصدر"
"مشرف اسطول",—,"(بلا مرحلة)","العمل اليومي","طلب مالي جديد · FinRequests/request_form.php","— لا مصدر","ادارة الصيانة","— لا مصدر"
"مشرف اسطول",—,"(بلا مرحلة)","السجلات والملفات","المعدات · Equipments/equipments_fleet.php","— لا مصدر","ادارة الاسطول","— لا مصدر"
"مشرف اسطول",—,"(بلا مرحلة)",التقارير,"التكاليف والربحية · Finance/cost_report_fin.php","— لا مصدر","إدارة المالية","— لا مصدر"
"مشرف اسطول",0.1.1,"لوحة الإدارة","مساحتي الشخصية","مهامي · Portal/my_tasks.php","requests · tasks · workflow  [nav09_map]","مساحة عملي  [إدارة]","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",0.1.2,"لوحة الإدارة","مساحتي الشخصية","إنجازي · Portal/my_achievement.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",0.1.3,"لوحة الإدارة","مساحتي الشخصية","بوابتي · Portal/my_portal.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",0.1.4,"لوحة الإدارة","مساحتي الشخصية","طلباتي · FinRequests/my_requests.php","requests · tasks · workflow  [nav09_map]","ادارة الصيانة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",0.1.5,"لوحة الإدارة","مساحتي الشخصية","المراسلات · chats/index.php","requests · tasks · workflow  [nav09_map]","— لا وحدة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",0.2.6,"لوحة الإدارة",الجاهزية,"جاهزية المعدات للتشغيل · Fleet/readiness_board.php","requests · tasks · workflow  [nav09_map]","ادارة الاسطول","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"مشرف اسطول",1.103.7,"أولًا: إدخال الأصل والترميز","سجل المعدات","سجل المعدات · Equipments/equipments.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","إدارة الأسطول  [إدارة]","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",1.104.8,"أولًا: إدخال الأصل والترميز","جسر ترقيم المعدات","جسر ترقيم المعدات · Equipments/code_bridge.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","ادارة الاسطول","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",1.105.9,"أولًا: إدخال الأصل والترميز","الأنواع والموديلات","أنواع المعدات وفئاتها · Equipments/equipments_types.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","ادارة التشغيل","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",1.105.10,"أولًا: إدخال الأصل والترميز","الأنواع والموديلات","موديلات المعدات ومواصفاتها · Equipments/fleet_models.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","ادارة الاسطول","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",1.106.11,"أولًا: إدخال الأصل والترميز","مصدر المعدة ونمط تملّكها","مصدر المعدة ونمط تملّكها · Equipments/equipment_sourcing.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","ادارة الاسطول","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",1.107.12,"أولًا: إدخال الأصل والترميز",الملّاك,"ملّاك الأسطول · Financing/owners_registry.php","asset_register · fin_events · code_bridge · equipment_sourcing · equipments · asset_register  [nav09_map]","ادارة الاسطول","الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق · المصدرُ يحدد: من يملك · من يُهلك · من يستحق العائد · ومن يُحمَّل الصيانة — والتشغيلُ يراها معدةً بلا مصدر · كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حت  [nav09_map]"
"مشرف اسطول",2.208.13,"ثانيًا: الجاهزية والتفعيل","الجاهزية والتفتيش","جاهزية المعدات للتشغيل · Fleet/readiness_board.php#2","inspections · findings · readiness · tech_decision · work_orders · cost_alloc · work_orders · downtime  [nav09_map]","ادارة الاسطول","التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب · بنودُ الملاحظة والحرج تُفتح · وقرارُ التشغيل يُقترح · والكرتُ يُحدَّث بتاريخ التفتيش · زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة · يسمح · أو يسمح  [nav09_map]"
"مشرف اسطول",2.208.14,"ثانيًا: الجاهزية والتفعيل","الجاهزية والتفتيش","الفحص الفني اليومي · Maintenance/inspections.php","inspections · findings · readiness · tech_decision · work_orders · cost_alloc · work_orders · downtime  [nav09_map]","ادارة الصيانة","التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب · بنودُ الملاحظة والحرج تُفتح · وقرارُ التشغيل يُقترح · والكرتُ يُحدَّث بتاريخ التفتيش · زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة · يسمح · أو يسمح  [nav09_map]"
"مشرف اسطول",2.209.15,"ثانيًا: الجاهزية والتفعيل","أوامر الصيانة","أوامر الصيانة · Maintenance/orders.php","inspections · findings · readiness · tech_decision · work_orders · cost_alloc · work_orders · downtime  [nav09_map]","ادارة الصيانة","التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب · بنودُ الملاحظة والحرج تُفتح · وقرارُ التشغيل يُقترح · والكرتُ يُحدَّث بتاريخ التفتيش · زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة · يسمح · أو يسمح  [nav09_map]"
"مشرف اسطول",2.209.16,"ثانيًا: الجاهزية والتفعيل","أوامر الصيانة","خطط الصيانة الوقائية · Maintenance/preventive_plans.php","inspections · findings · readiness · tech_decision · work_orders · cost_alloc · work_orders · downtime  [nav09_map]","ادارة الصيانة","التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب · بنودُ الملاحظة والحرج تُفتح · وقرارُ التشغيل يُقترح · والكرتُ يُحدَّث بتاريخ التفتيش · زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة · يسمح · أو يسمح  [nav09_map]"
"مشرف اسطول",3.310.17,"ثالثًا: التخصيص والحركة","التوزيع والإسناد","توزيع المعدات والمشغّلين · Operations/distribution_space.php","— لا مصدر","إدارة الموقع","رابعًا: العدّادات والوثائق  [cycle_order]"
"مشرف اسطول",3.310.18,"ثالثًا: التخصيص والحركة","التوزيع والإسناد","إسناد المعدات للوحدات · Operations/containers.php","— لا مصدر","ادارة التشغيل","رابعًا: العدّادات والوثائق  [cycle_order]"
"مشرف اسطول",3.311.19,"ثالثًا: التخصيص والحركة",الترحيل,"أوامر الترحيل · Transport/transfer_orders_list.php","— لا مصدر","إدارة النقل والترحيل","رابعًا: العدّادات والوثائق  [cycle_order]"
"مشرف اسطول",4.412.20,"رابعًا: العدّادات والوثائق",العدّادات,"قراءات العدّادات · Equipments/meter_readings.php","approval_chain · approval_chain · attribution · fin_events · meter_readings · unit_records · unit_periods · unit_records.state  [nav09_map]","مشرف - مشاريع","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث · الحلقةُ الأولى تُفتح · وقفلُ التعديل · وعدّادُ المهلة يبدأ · الحلقةُ ال  [nav09_map]"
"مشرف اسطول",4.412.21,"رابعًا: العدّادات والوثائق",العدّادات,"تسجيل التايم شيت والإنتاج · Timesheet/timesheet.php","approval_chain · approval_chain · attribution · fin_events · meter_readings · unit_records · unit_periods · unit_records.state  [nav09_map]","إدارة الموقع","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث · الحلقةُ الأولى تُفتح · وقفلُ التعديل · وعدّادُ المهلة يبدأ · الحلقةُ ال  [nav09_map]"
