id	doc	requirement	acceptance_test	state	witness
FIXA-0005-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXA-0006-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXA-0008-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXA-0010-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXA-0012-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXA-0045-ه	FIXA	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXB-0002-أ	FIXB	◆ عيبُ الواجهة «SH-01	اختبارُ إغلاق: فاحصٌ يعدُّ ملفاتِ <html>: النتيجةُ واحدٌ لا سبعةٌ ولا تسعة	غيرُ مقيس	
FIXB-0002-ب	FIXB	◆ قشرةٌ واحدةٌ لا سبع» في inheader.php:21-124 · insidebar.php:93-503 · includes/topbar.php:129-244: سبعُ قشراتٍ مستقلةٍ تُصدِر كلٌّ منها <html>/<head>/chrome خاصًّا بها زائدَ طبقتَي قوالب · وخطورتُه P1.	اختبارُ إغلاق: فاحصٌ يعدُّ ملفاتِ <html>: النتيجةُ واحدٌ لا سبعةٌ ولا تسعة	غيرُ مقيس	
FIXB-0003-أ	FIXB	خطوةُ تصحيحِ «SH-01» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «أنشئْ قشرةً واحدةً تملك <html> و<head> والشريطَ العلويَّ وال» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0003-ب	FIXB	أنشئْ قشرةً واحدةً تملك <html> و<head> والشريطَ العلويَّ والسايدبارَ وحاملَ الرسائل	اختبارُ خطوة: «أنشئْ قشرةً واحدةً تملك <html> و<head> والشريطَ العلويَّ وال» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0004-أ	FIXB	خطوةُ تصحيحِ «SH-01» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «حوّلِ الستَّ الباقيةَ إلى مناظرَ داخلَ القشرةِ الواحدةِ لا ق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0004-ب	FIXB	حوّلِ الستَّ الباقيةَ إلى مناظرَ داخلَ القشرةِ الواحدةِ لا قشراتٍ موازية	اختبارُ خطوة: «حوّلِ الستَّ الباقيةَ إلى مناظرَ داخلَ القشرةِ الواحدةِ لا ق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0005-أ	FIXB	خطوةُ تصحيحِ «SH-01» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «◆ صفرُ ملفِّ سطحٍ يُصدِر <html> بنفسه — والفاحصُ يعدُّ ويرسب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0005-ب	FIXB	◆ صفرُ ملفِّ سطحٍ يُصدِر <html> بنفسه	اختبارُ خطوة: «◆ صفرُ ملفِّ سطحٍ يُصدِر <html> بنفسه — والفاحصُ يعدُّ ويرسب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0005-ج	FIXB	والفاحصُ يعدُّ ويرسب فوقَ واحد	اختبارُ خطوة: «◆ صفرُ ملفِّ سطحٍ يُصدِر <html> بنفسه — والفاحصُ يعدُّ ويرسب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0006-أ	FIXB	خطوةُ تصحيحِ «SH-01» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «احفظِ التوافقَ بجدولِ تحويلٍ من رأسٍ قديمٍ إلى جديدٍ لا بحذف» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0006-ب	FIXB	احفظِ التوافقَ بجدولِ تحويلٍ من رأسٍ قديمٍ إلى جديدٍ لا بحذفٍ فوريّ	اختبارُ خطوة: «احفظِ التوافقَ بجدولِ تحويلٍ من رأسٍ قديمٍ إلى جديدٍ لا بحذف» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0007-أ	FIXB	خطوةُ تصحيحِ «SH-01» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «◆ ولا تبدأْ ترحيلَ شاشةٍ قبلَ إتمامِ القشرةِ — فالترحيلُ فوق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0007-ب	FIXB	◆ ولا تبدأْ ترحيلَ شاشةٍ قبلَ إتمامِ القشرةِ	اختبارُ خطوة: «◆ ولا تبدأْ ترحيلَ شاشةٍ قبلَ إتمامِ القشرةِ — فالترحيلُ فوق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0007-ج	FIXB	فالترحيلُ فوقَ قشرةٍ ستُلغى ضائع	اختبارُ خطوة: «◆ ولا تبدأْ ترحيلَ شاشةٍ قبلَ إتمامِ القشرةِ — فالترحيلُ فوق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0008-أ	FIXB	◆ عيبُ الواجهة «SH-02	اختبارُ إغلاق: صفرُ إعلانِ اتجاهٍ من اليسارِ في أنماطِ الشريطِ — واللقطةُ تطابق المرجع	غيرُ مقيس	
FIXB-0008-ب	FIXB	الشريطُ العلويُّ من اليمينِ لا اليسار» في كلُّ الشاشاتِ الثماني التمثيلية: الشريطُ العلويُّ يُصيَّر LTR على كلِّ الشاشاتِ رغمَ أن الوثيقةَ تُصدِر dir=rtl · وخطورتُه P1.	اختبارُ إغلاق: صفرُ إعلانِ اتجاهٍ من اليسارِ في أنماطِ الشريطِ — واللقطةُ تطابق المرجع	غيرُ مقيس	
FIXB-0009-أ	FIXB	خطوةُ تصحيحِ «SH-02» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «اجعلْ اتجاهَ الشريطِ موروثًا من <html> لا مفروضًا محليًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0009-ب	FIXB	اجعلْ اتجاهَ الشريطِ موروثًا من <html> لا مفروضًا محليًّا	اختبارُ خطوة: «اجعلْ اتجاهَ الشريطِ موروثًا من <html> لا مفروضًا محليًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0010-أ	FIXB	خطوةُ تصحيحِ «SH-02» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «احذفْ كلَّ direction:ltr من أنماطِ الشريطِ العلويِّ ومكوناتِ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0010-ب	FIXB	احذفْ كلَّ direction:ltr من أنماطِ الشريطِ العلويِّ ومكوناتِه	اختبارُ خطوة: «احذفْ كلَّ direction:ltr من أنماطِ الشريطِ العلويِّ ومكوناتِ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0011-أ	FIXB	خطوةُ تصحيحِ «SH-02» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «◆ واستثنِ المعرّفاتَ اللاتينيةَ وحدَها بمقاطعَ من اليسارِ لا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0011-ب	FIXB	◆ واستثنِ المعرّفاتَ اللاتينيةَ وحدَها بمقاطعَ من اليسارِ لا بالشريطِ كلِّه	اختبارُ خطوة: «◆ واستثنِ المعرّفاتَ اللاتينيةَ وحدَها بمقاطعَ من اليسارِ لا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0012	FIXB	خطوةُ تصحيحِ «SH-02» رقم 4: أضفْ لقطةً مرجعيةً للشريطِ في الاتجاهين	اختبارُ خطوة: «أضفْ لقطةً مرجعيةً للشريطِ في الاتجاهين» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0013-أ	FIXB	◆ عيبُ الواجهة «SH-03	اختبارُ إغلاق: فاحصٌ يعدُّ القيمَ اللونيةَ الحرفيةَ خارجَ ملفِّ الرموز: النتيجةُ صفر	غيرُ مقيس	
FIXB-0013-ب	FIXB	◆ ملفُّ الرموزِ مصدرُ الحقيقةِ الوحيد» في assets/css/design-tokens.css: الملفُّ موجودٌ وليس مصدرَ الحقيقة: ثلاثُ مجموعاتِ رموزٍ متنافسةٍ زائدًا و964 لونًا متمايزًا · وخطورتُه P1.	اختبارُ إغلاق: فاحصٌ يعدُّ القيمَ اللونيةَ الحرفيةَ خارجَ ملفِّ الرموز: النتيجةُ صفر	غيرُ مقيس	
FIXB-0014-أ	FIXB	خطوةُ تصحيحِ «SH-03» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «احصرْ الرموزَ في ملفٍّ واحدٍ بمستويين: بدائيةٌ ثم دلاليةٌ تُ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0014-ب	FIXB	احصرْ الرموزَ في ملفٍّ واحدٍ بمستويين: بدائيةٌ ثم دلاليةٌ تُبنى عليها	اختبارُ خطوة: «احصرْ الرموزَ في ملفٍّ واحدٍ بمستويين: بدائيةٌ ثم دلاليةٌ تُ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0015-أ	FIXB	خطوةُ تصحيحِ «SH-03» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ اختزلِ الألوانَ من تسعِ مئةٍ وأربعةٍ وستين إلى عشرينَ رمزً» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0015-ب	FIXB	◆ اختزلِ الألوانَ من تسعِ مئةٍ وأربعةٍ وستين إلى عشرينَ رمزًا دلاليًّا	اختبارُ خطوة: «◆ اختزلِ الألوانَ من تسعِ مئةٍ وأربعةٍ وستين إلى عشرينَ رمزً» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0016-أ	FIXB	خطوةُ تصحيحِ «SH-03» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «أنشئْ خريطةَ تحويلٍ من كلِّ لونٍ حرفيٍّ إلى رمزِه الدلاليِّ » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0016-ب	FIXB	أنشئْ خريطةَ تحويلٍ من كلِّ لونٍ حرفيٍّ إلى رمزِه الدلاليِّ قبلَ التنظيف	اختبارُ خطوة: «أنشئْ خريطةَ تحويلٍ من كلِّ لونٍ حرفيٍّ إلى رمزِه الدلاليِّ » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0017-أ	FIXB	خطوةُ تصحيحِ «SH-03» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «◆ ابنِ فاحصًا يمنع اللونَ الحرفيَّ في الدمج — فالمنعُ أهمُّ » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0017-ب	FIXB	◆ ابنِ فاحصًا يمنع اللونَ الحرفيَّ في الدمج	اختبارُ خطوة: «◆ ابنِ فاحصًا يمنع اللونَ الحرفيَّ في الدمج — فالمنعُ أهمُّ » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0017-ج	FIXB	فالمنعُ أهمُّ من العدّ	اختبارُ خطوة: «◆ ابنِ فاحصًا يمنع اللونَ الحرفيَّ في الدمج — فالمنعُ أهمُّ » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0018-أ	FIXB	خطوةُ تصحيحِ «SH-03» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «احذفِ المجموعتين المتنافستين بعدَ نقلِ ما فيهما» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0018-ب	FIXB	احذفِ المجموعتين المتنافستين بعدَ نقلِ ما فيهما	اختبارُ خطوة: «احذفِ المجموعتين المتنافستين بعدَ نقلِ ما فيهما» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0019-أ	FIXB	◆ عيبُ الواجهة «SH-04	اختبارُ إغلاق: فاحصٌ يعدُّ أصنافَ الأزرار: النتيجةُ أربعةٌ — وصفرُ شاشةٍ بأكثرَ من رئيسٍ واحد	غيرُ مقيس	
FIXB-0019-ب	FIXB	◆ ثلاثةُ مستوياتٍ للأزرارِ لا مئةٌ وأربعةٌ وثمانون» في 184 صنفًا عبرَ 2489 استعمالًا: أربعُ عائلاتِ أزرارٍ لا صلةَ بينها	اختبارُ إغلاق: فاحصٌ يعدُّ أصنافَ الأزرار: النتيجةُ أربعةٌ — وصفرُ شاشةٍ بأكثرَ من رئيسٍ واحد	غيرُ مقيس	
FIXB-0019-ج	FIXB	ولا تدرُّجَ بصريًّا يبيّن الأولوية · وخطورتُه P1.	اختبارُ إغلاق: فاحصٌ يعدُّ أصنافَ الأزرار: النتيجةُ أربعةٌ — وصفرُ شاشةٍ بأكثرَ من رئيسٍ واحد	غيرُ مقيس	
FIXB-0020-أ	FIXB	خطوةُ تصحيحِ «SH-04» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «عرّفْ ثلاثةَ مستوياتٍ: رئيسٌ مملوءٌ واحدٌ لكلِّ شاشةٍ · ثانو» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0020-ب	FIXB	عرّفْ ثلاثةَ مستوياتٍ: رئيسٌ مملوءٌ واحدٌ لكلِّ شاشةٍ · ثانويٌّ محدَّدٌ · ثالثيٌّ نصيّ	اختبارُ خطوة: «عرّفْ ثلاثةَ مستوياتٍ: رئيسٌ مملوءٌ واحدٌ لكلِّ شاشةٍ · ثانو» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0021-أ	FIXB	خطوةُ تصحيحِ «SH-04» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ وزرُّ الخطرِ صنفٌ رابعٌ بلونِ التحذيرِ ويحتاج تأكيدًا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0021-ب	FIXB	◆ وزرُّ الخطرِ صنفٌ رابعٌ بلونِ التحذيرِ ويحتاج تأكيدًا	اختبارُ خطوة: «◆ وزرُّ الخطرِ صنفٌ رابعٌ بلونِ التحذيرِ ويحتاج تأكيدًا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0022-أ	FIXB	خطوةُ تصحيحِ «SH-04» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «ابنِ خريطةَ تحويلٍ من كلِّ صنفٍ من المئةِ والأربعةِ والثماني» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0022-ب	FIXB	ابنِ خريطةَ تحويلٍ من كلِّ صنفٍ من المئةِ والأربعةِ والثمانينَ إلى مستواه	اختبارُ خطوة: «ابنِ خريطةَ تحويلٍ من كلِّ صنفٍ من المئةِ والأربعةِ والثماني» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0023-أ	FIXB	خطوةُ تصحيحِ «SH-04» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «◆ وشاشةٌ واحدةٌ لا تحمل أكثرَ من زرٍّ رئيسٍ مملوءٍ واحد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0023-ب	FIXB	◆ وشاشةٌ واحدةٌ لا تحمل أكثرَ من زرٍّ رئيسٍ مملوءٍ واحد	اختبارُ خطوة: «◆ وشاشةٌ واحدةٌ لا تحمل أكثرَ من زرٍّ رئيسٍ مملوءٍ واحد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0024-أ	FIXB	خطوةُ تصحيحِ «SH-04» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ فاحصًا يرسب عند صنفِ زرٍّ خارجَ الأربعة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0024-ب	FIXB	أضفْ فاحصًا يرسب عند صنفِ زرٍّ خارجَ الأربعة	اختبارُ خطوة: «أضفْ فاحصًا يرسب عند صنفِ زرٍّ خارجَ الأربعة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0025-أ	FIXB	◆ عيبُ الواجهة «SH-05	اختبارُ إغلاق: صفرُ جدولٍ يبلغ صفرَ أعمدةٍ · وكلُّ جدولٍ فوقَ عشرينَ عمودًا له منتقي منظر	غيرُ مقيس	
FIXB-0025-ب	FIXB	◆ مكوّنُ جدولٍ واحدٌ لسبعِ مئةٍ إلا ثلاثًا» في 597 جدولًا في 367 ملفًّا: لا مكوّنَ مشترك · ولا رأسٌ ثابتٌ · ولا مناظرُ محفوظةٌ · وحالةُ صفرِ أعمدةٍ ما زالت قابلةً للبلوغ · وخطورتُه P1.	اختبارُ إغلاق: صفرُ جدولٍ يبلغ صفرَ أعمدةٍ · وكلُّ جدولٍ فوقَ عشرينَ عمودًا له منتقي منظر	غيرُ مقيس	
FIXB-0026-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «ابنِ مكوّنًا واحدًا يستقبل تعريفَ الأعمدةِ والصفوفَ ويصيّر ا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0026-ب	FIXB	ابنِ مكوّنًا واحدًا يستقبل تعريفَ الأعمدةِ والصفوفَ ويصيّر الجدولَ كاملًا	اختبارُ خطوة: «ابنِ مكوّنًا واحدًا يستقبل تعريفَ الأعمدةِ والصفوفَ ويصيّر ا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0027-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ الرأسُ الثابتُ في المكوّنِ لا في كلِّ شاشة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0027-ب	FIXB	◆ الرأسُ الثابتُ في المكوّنِ لا في كلِّ شاشة	اختبارُ خطوة: «◆ الرأسُ الثابتُ في المكوّنِ لا في كلِّ شاشة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0028-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «◆ حارسٌ يمنع النزولَ تحتَ حدٍّ أدنى من الأعمدةِ ويبيّن السبب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0028-ب	FIXB	◆ حارسٌ يمنع النزولَ تحتَ حدٍّ أدنى من الأعمدةِ ويبيّن السبب	اختبارُ خطوة: «◆ حارسٌ يمنع النزولَ تحتَ حدٍّ أدنى من الأعمدةِ ويبيّن السبب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0029-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «منتقي منظرٍ وزرُّ إظهارِ كلِّ الأعمدةِ إلزامًا فوقَ عشرينَ ع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0029-ب	FIXB	منتقي منظرٍ وزرُّ إظهارِ كلِّ الأعمدةِ إلزامًا فوقَ عشرينَ عمودًا	اختبارُ خطوة: «منتقي منظرٍ وزرُّ إظهارِ كلِّ الأعمدةِ إلزامًا فوقَ عشرينَ ع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0030-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «ابدأْ بالخمسِ الأكبر: المخاطرُ ثم التايم شيتُ ثم العقودُ ثم » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0030-ب	FIXB	ابدأْ بالخمسِ الأكبر: المخاطرُ ثم التايم شيتُ ثم العقودُ ثم أمرُ الصيانةِ ثم لوحةُ الرئيس	اختبارُ خطوة: «ابدأْ بالخمسِ الأكبر: المخاطرُ ثم التايم شيتُ ثم العقودُ ثم » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0031-أ	FIXB	خطوةُ تصحيحِ «SH-05» رقم 6 — نطاقُ الحكم	اختبارُ خطوة: «◆ ورحّلْ بدفعاتٍ من عشرين ملفًّا لا ملفًّا ملفًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0031-ب	FIXB	◆ ورحّلْ بدفعاتٍ من عشرين ملفًّا لا ملفًّا ملفًّا	اختبارُ خطوة: «◆ ورحّلْ بدفعاتٍ من عشرين ملفًّا لا ملفًّا ملفًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0032-أ	FIXB	◆ عيبُ الواجهة «SH-06	اختبارُ إغلاق: كلُّ شاشةٍ فوقَ عشرينَ عمودًا لها منظرٌ افتراضيٌّ مبذورٌ ومنتقٍ يعمل	غيرُ مقيس	
FIXB-0032-ب	FIXB	◆ المناظرُ المحفوظةُ من صفرٍ إلى كلِّ شاشةٍ طويلة» في 0/346 شاشةٍ بمنظرٍ محفوظ: شاشةُ العقودِ بأربعةٍ وستينَ عمودًا	اختبارُ إغلاق: كلُّ شاشةٍ فوقَ عشرينَ عمودًا لها منظرٌ افتراضيٌّ مبذورٌ ومنتقٍ يعمل	غيرُ مقيس	
FIXB-0032-ج	FIXB	التايم شيتُ بثلاثةِ آلافٍ وثلاثِ مئةٍ وثلاثةٍ وخمسينَ سطرًا بلا أداةِ تنظيمٍ واحدة · وخطورتُه P1.	اختبارُ إغلاق: كلُّ شاشةٍ فوقَ عشرينَ عمودًا لها منظرٌ افتراضيٌّ مبذورٌ ومنتقٍ يعمل	غيرُ مقيس	
FIXB-0033-أ	FIXB	خطوةُ تصحيحِ «SH-06» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «جدولٌ واحدٌ للمناظر: المستخدمُ والشاشةُ والاسمُ والأعمدةُ وا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0033-ب	FIXB	جدولٌ واحدٌ للمناظر: المستخدمُ والشاشةُ والاسمُ والأعمدةُ والفلاترُ والترتيبُ والافتراضيّ	اختبارُ خطوة: «جدولٌ واحدٌ للمناظر: المستخدمُ والشاشةُ والاسمُ والأعمدةُ وا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0034-أ	FIXB	خطوةُ تصحيحِ «SH-06» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «منظرٌ افتراضيٌّ لكلِّ دورٍ يُبذَر بالتأسيسِ لا يُترك للمستخد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0034-ب	FIXB	منظرٌ افتراضيٌّ لكلِّ دورٍ يُبذَر بالتأسيسِ لا يُترك للمستخدم	اختبارُ خطوة: «منظرٌ افتراضيٌّ لكلِّ دورٍ يُبذَر بالتأسيسِ لا يُترك للمستخد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0035-أ	FIXB	خطوةُ تصحيحِ «SH-06» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «◆ والمنظرُ لا يخفي عمودًا حاكمًا — والحارسُ يمنع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0035-ب	FIXB	◆ والمنظرُ لا يخفي عمودًا حاكمًا — والحارسُ يمنع	اختبارُ خطوة: «◆ والمنظرُ لا يخفي عمودًا حاكمًا — والحارسُ يمنع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0036-أ	FIXB	خطوةُ تصحيحِ «SH-06» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «التصديرُ واعٍ بالمنظرِ النشطِ ويعلن ما استُبعد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0036-ب	FIXB	التصديرُ واعٍ بالمنظرِ النشطِ ويعلن ما استُبعد	اختبارُ خطوة: «التصديرُ واعٍ بالمنظرِ النشطِ ويعلن ما استُبعد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0037-أ	FIXB	◆ عيبُ الواجهة «SH-07	اختبارُ إغلاق: كلُّ شاشةٍ تُفحص بمجموعةٍ فارغةٍ فتعرض السببَ وزرَّ الإنشاءِ لا صفرًا	غيرُ مقيس	
FIXB-0037-ب	FIXB	◆ تبنّي حالاتِ الفراغِ من ثلاثةٍ بالمئةِ إلى كامل» في 10/346 = 2.9٪: المكوّنُ موجودٌ ومحمَّلٌ عالميًّا ولا يُستعمل في ستٍّ وثلاثينَ وثلاثِ مئةِ شاشة	اختبارُ إغلاق: كلُّ شاشةٍ تُفحص بمجموعةٍ فارغةٍ فتعرض السببَ وزرَّ الإنشاءِ لا صفرًا	غيرُ مقيس	
FIXB-0037-ج	FIXB	فتُعرض أصفارٌ عملاقةٌ بدل رسالةٍ مفهومة · وخطورتُه P1.	اختبارُ إغلاق: كلُّ شاشةٍ تُفحص بمجموعةٍ فارغةٍ فتعرض السببَ وزرَّ الإنشاءِ لا صفرًا	غيرُ مقيس	
FIXB-0038-أ	FIXB	خطوةُ تصحيحِ «SH-07» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «◆ أربعُ حالاتٍ تُميَّز: فراغٌ · لا نتائجَ لبحثك · خطأٌ برمزٍ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0038-ب	FIXB	◆ أربعُ حالاتٍ تُميَّز: فراغٌ · لا نتائجَ لبحثك · خطأٌ برمزٍ · حجبٌ بسببِه ومانحِه	اختبارُ خطوة: «◆ أربعُ حالاتٍ تُميَّز: فراغٌ · لا نتائجَ لبحثك · خطأٌ برمزٍ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0039-أ	FIXB	خطوةُ تصحيحِ «SH-07» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ ولا صفرٌ عملاقٌ حيث لا بيانات — بل سببٌ وزرُّ إنشاء» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0039-ب	FIXB	◆ ولا صفرٌ عملاقٌ حيث لا بيانات	اختبارُ خطوة: «◆ ولا صفرٌ عملاقٌ حيث لا بيانات — بل سببٌ وزرُّ إنشاء» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0039-ج	FIXB	بل سببٌ وزرُّ إنشاء	اختبارُ خطوة: «◆ ولا صفرٌ عملاقٌ حيث لا بيانات — بل سببٌ وزرُّ إنشاء» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0040-أ	FIXB	خطوةُ تصحيحِ «SH-07» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «هيكلُ تحميلٍ لا شاشةٌ بيضاءُ ولا دوّارةٌ وحدَها» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0040-ب	FIXB	هيكلُ تحميلٍ لا شاشةٌ بيضاءُ ولا دوّارةٌ وحدَها	اختبارُ خطوة: «هيكلُ تحميلٍ لا شاشةٌ بيضاءُ ولا دوّارةٌ وحدَها» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0041-أ	FIXB	خطوةُ تصحيحِ «SH-07» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «احقنِ الحالاتَ في مكوّنِ الجدولِ فتُغطى مئاتُ الشاشاتِ بترحي» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0041-ب	FIXB	احقنِ الحالاتَ في مكوّنِ الجدولِ فتُغطى مئاتُ الشاشاتِ بترحيلٍ واحد	اختبارُ خطوة: «احقنِ الحالاتَ في مكوّنِ الجدولِ فتُغطى مئاتُ الشاشاتِ بترحي» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0042-أ	FIXB	خطوةُ تصحيحِ «SH-07» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ فاحصًا يرسب على شاشةٍ تعرض صفرًا بلا حالةِ فراغ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0042-ب	FIXB	أضفْ فاحصًا يرسب على شاشةٍ تعرض صفرًا بلا حالةِ فراغ	اختبارُ خطوة: «أضفْ فاحصًا يرسب على شاشةٍ تعرض صفرًا بلا حالةِ فراغ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXB-0043-أ	FIXB	◆ عيبُ الواجهة «SH-08	اختبارُ إغلاق: نسبةُ الحقولِ المرتبطةِ تبلغ مئةً بالمئة — ودورةٌ كاملةٌ بلوحةِ المفاتيحِ في كلِّ قالب	غيرُ مقيس	
