id	severity	blocks_launch	state	witness
INJ-0450	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0451	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0452	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0453	P3	لا	غيرُ مقيس	
INJ-0454	P3	نعم	غيرُ مقيس	
INJ-0455	P3	لا	مُغلق	tests/idempotency_and_race_test.php
INJ-0456	P3	لا	غيرُ مقيس	
INJ-0457	P3	لا	مُغلق	tests/canonical_map_test.php
INJ-0458	P3	لا	غيرُ مقيس	
INJ-0459	P3	لا	مُغلقٌ بشاهد	tests/nav_landing_anchor_test.php
INJ-0460	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0461	P3	لا	غيرُ مقيس	
INJ-0462	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0463	P3	نعم	غيرُ مقيس	
INJ-0464	P3	لا	مُغلقٌ بشاهد	
INJ-0465	P3	لا	غيرُ مقيس	
INJ-0466	P3	نعم	غيرُ مقيس	
INJ-0467	P3	لا	غيرُ مقيس	
INJ-0468	P3	لا	مُغلقٌ بشاهد	
INJ-0469	P3	لا	مُغلقٌ بشاهد	
INJ-0470	P3	لا	غيرُ مقيس	
INJ-0471	P3	لا	مُغلقٌ بشاهد	tools/fix_od19_probe.php
INJ-0472	P3	نعم	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0473	P3	لا	غيرُ مقيس	
INJ-0474	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0475	P3	لا	غيرُ مقيس	
INJ-0476	P3	لا	مُغلق	tests/canonical_map_test.php
INJ-0477	P3	لا	غيرُ مقيس	
INJ-0478	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0479	P3	نعم	غيرُ مقيس	
INJ-0480	P3	نعم	مُغلقٌ بشاهد	
INJ-0481	P3	لا	غيرُ مقيس	
INJ-0482	P3	نعم	مُغلقٌ بشاهد	
INJ-0483	P3	نعم	غيرُ مقيس	
INJ-0484	P3	نعم	مُغلقٌ بشاهد	
INJ-0485	P3	لا	مُغطًّى	
INJ-0486	P3	نعم	مُغلقٌ بشاهد	
INJ-0487	P3	لا	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0488	P3	لا	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0489	P3	لا	مُغلقٌ بشاهد	
INJ-0490	P3	لا	غيرُ مقيس	
INJ-0491	P3	لا	مُغلقٌ بشاهد	tests/nav_doors_integrity_test.php
INJ-0492	P3	نعم	مُغلقٌ بشاهد	tests/url_message_spoof_test.php
INJ-0493	P3	لا	مُغلقٌ بشاهد	tests/wide_table_views_test.php
INJ-0494	P3	نعم	مُغلقٌ بشاهد	tools/screen_registry_gate.php
INJ-0495	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0496	P3	لا	مُغلقٌ بشاهد	tests/shell_color_tokens_test.php
INJ-0497	P3	لا	مُغلقٌ بشاهد	tests/filter_bar_period_test.php
INJ-0498	P3	لا	مُغلقٌ بشاهد	tests/ui_consistency_scan_test.php
INJ-0499	P3	لا	مُغلقٌ بشاهد	tests/template_layers_test.php
INJ-0500	P3	لا	مُغلقٌ بشاهد	tests/deny_page_component_test.php
INJ-0501	P3	لا	مُغلقٌ بشاهد	tests/inline_styles_test.php
INJ-0502	P3	نعم	مُغلقٌ بشاهد	tools/fix_u13_nav_tests.php
INJ-0503	P3	نعم	غيرُ مقيس	
INJ-0504	P3	نعم	غيرُ مقيس	
INJ-0505	P3	نعم	غيرُ مقيس	
INJ-0506	P3	نعم	غيرُ مقيس	
INJ-0507	P3	لا	مُغلقٌ بشاهد	
INJ-0508	P3	لا	مُغلقٌ بشاهد	
INJ-0509	P3	لا	غيرُ مقيس	
INJ-0510	P3	لا	غيرُ مقيس	
INJ-0511	P3	لا	غيرُ مقيس	
INJ-0512	P3	لا	مُغلقٌ بشاهد	
INJ-0513	P3	لا	مُغلقٌ بشاهد	
INJ-0514	P3	لا	مُغلقٌ بشاهد	
INJ-0515	P3	لا	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0516	P3	لا	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0517	P3	لا	مُغلقٌ بشاهد	tests/nav_stage_label_test.php
INJ-0518	P3	لا	مُغلقٌ بشاهد	tests/report_button_placement_test.php
INJ-0519	P3	نعم	غيرُ مقيس	
INJ-0520	P3	نعم	مُغلقٌ بشاهد	
INJ-0521	P3	لا	غيرُ مقيس	
INJ-0522	P3	لا	غيرُ مقيس	
INJ-0523	P3	لا	غيرُ مقيس	
INJ-0524	P3	لا	غيرُ مقيس	
INJ-0525	P3	لا	غيرُ مقيس	
INJ-0526	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0527	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0528	P3	لا	غيرُ مقيس	
INJ-0529	P3	نعم	غيرُ مقيس	
INJ-0530	P3	لا	غيرُ مقيس	
INJ-0531	P3	نعم	غيرُ مقيس	
INJ-0532	P3	لا	مُغلقٌ بشاهد	tests/dept_space_screens_test.php · tools/build_dept_space_wrappers.php
INJ-0533	P3	لا	غيرُ مقيس	
INJ-0534	P3	نعم	مُغلقٌ بشاهد	
INJ-0535	P3	لا	مُغلقٌ بشاهد	tools/fix_od19_probe.php
INJ-0536	P3	لا	غيرُ مقيس	
INJ-0537	P3	نعم	مُغلقٌ بشاهد	
INJ-0538	P3	لا	غيرُ مقيس	
INJ-0539	P3	لا	غيرُ مقيس	
INJ-0540	P3	لا	مُغلقٌ بشاهد	
INJ-0541	P3	لا	غيرُ مقيس	
INJ-0542	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0543	P3	لا	مُغلقٌ بشاهد	tests/filter_bar_period_test.php
INJ-0544	P3	لا	مُغلقٌ بشاهد	tools/fix_od19_probe.php
INJ-0545	P3	لا	غيرُ مقيس	
INJ-0546	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0547	P3	لا	مُغلقٌ بشاهد	tests/shell_axes_measured_test.php
INJ-0548	P3	لا	مُغلقٌ بشاهد	tests/offline_outbox_test.php
INJ-0549	P3	نعم	غيرُ مقيس	
INJ-0550	P3	لا	غيرُ مقيس	
INJ-0551	P3	لا	غيرُ مقيس	
INJ-0552	P3	لا	مُغلقٌ بشاهد	
INJ-0553	P3	لا	غيرُ مقيس	
INJ-0554	P3	لا	مُغلقٌ بشاهد	
INJ-0555	P3	لا	غيرُ مقيس	
INJ-0556	P3	لا	مُغلقٌ بشاهد	tests/filter_bar_period_test.php
INJ-0557	P3	لا	غيرُ مقيس	
INJ-0558	P3	نعم	مُغلقٌ بشاهد	
INJ-0559	P3	لا	غيرُ مقيس	
INJ-0560	P3	لا	مُغلقٌ بشاهد	tools/fix_missing_screen_campaign.php
INJ-0561	P3	لا	مُغلقٌ بشاهد	tests/filter_bar_period_test.php
INJ-0562	P3	لا	مُغلقٌ بشاهد	
INJ-0563	P3	لا	غيرُ مقيس	
INJ-0564	P3	لا	مُغلقٌ بشاهد	tests/filter_bar_period_test.php
INJ-0565	P3	نعم	غيرُ مقيس	
INJ-0566	P3	لا	غيرُ مقيس	
INJ-0567	P3	لا	غيرُ مقيس	
INJ-0568	P3	لا	غيرُ مقيس	
INJ-0569	P3	لا	مُغلقٌ بشاهد	tools/fix_ui68_campaign.php
INJ-0570	P3	لا	مُغلقٌ بشاهد	tests/nav_stage_label_test.php
INJ-0571	P3	لا	مُغلقٌ بشاهد	tests/inline_styles_test.php
INJ-0572	P3	لا	مُغلقٌ بشاهد	tests/shell_axes_measured_test.php
INJ-0573	P3	نعم	غيرُ مقيس	
INJ-0574	P3	لا	مُغلقٌ بشاهد	
INJ-0575	P3	لا	مُغلقٌ بشاهد	tests/dept_space_screens_test.php · tools/build_dept_space_wrappers.php
INJ-0576	P3	لا	مُغلقٌ بشاهد	tests/risk_treatment_evidence_test.php
INJ-0577	P3	لا	مُغلقٌ بشاهد	tests/risk_owner_unit_test.php
INJ-0578	P3	لا	غيرُ مقيس	
INJ-0579	P3	لا	مُغلق	tests/workspace_counters_tenant_test.php
INJ-0580	P3	نعم	مُغلقٌ بشاهد	tests/dept_space_screens_test.php
INJ-0581	P3	لا	مُغلق	tests/workspace_counters_tenant_test.php
INJ-0582	P3	نعم	غيرُ مقيس	
INJ-0583	P3	نعم	غيرُ مقيس	
INJ-0584	P3	لا	غيرُ مقيس	
INJ-0585	P3	لا	مُغلقٌ بشاهد	
INJ-0586	P3	نعم	غيرُ مقيس	
INJ-0587	P3	لا	مُغلقٌ بشاهد	tests/approvals_inbox_parity_test.php
INJ-0588	P3	نعم	مُغلقٌ بشاهد	
INJ-0589	P3	نعم	مُغلقٌ بشاهد	tools/fix_od19_probe.php
INJ-0590	P3	لا	مُغلقٌ بشاهد	
INJ-0591	P4	لا	غيرُ مقيس	
INJ-0592	P4	لا	غيرُ مقيس	
INJ-0593	P4	لا	مُغلقٌ بشاهد	tests/ui_consistency_scan_test.php
INJ-0594	P4	لا	غيرُ مقيس	
INJ-0595	P4	لا	غيرُ مقيس	
